STOCKNAME,PSMAR5,PSMAR20,PSMAR60,VSMAR5,VSMAR20,VSMAR60
파커스,-0.004,-0.034,-0.028,-0.089,-0.761,-0.49
서호전기,0.003,-0.024,-0.061,-0.078,-0.122,-0.466
CS,-0.018,-0.062,-0.001,0.125,-0.612,-0.764
웰크론,0.002,-0.036,-0.128,-0.381,-0.706,-0.797
한프,0.0,0.0,0.0,,,
하츠,0.001,-0.08,0.056,-0.18,-0.796,-0.749
큐에스아이,0.005,-0.02,-0.002,-0.1,-0.598,-0.783
체리부로,-0.003,-0.013,-0.034,-0.223,-0.404,-0.723
버킷스튜디오,-0.013,-0.013,-0.095,-0.782,-0.789,-0.892
와이오엠,-0.018,0.022,0.335,0.059,-0.48,-0.152
LG전자,0.003,-0.068,0.057,-0.042,-0.377,-0.63
LG전자우,-0.019,-0.098,0.066,0.285,-0.232,-0.794
우수AMS,0.018,-0.062,-0.193,-0.25,-0.24,-0.817
국보디자인,-0.01,-0.067,0.034,-0.536,-0.808,-0.805
디스플레이텍,-0.023,-0.059,0.031,-0.216,-0.42,-0.506
테라젠이텍스,-0.008,-0.03,-0.112,-0.821,-0.405,-0.183
씨씨에스,0.0,0.0,0.0,,,
디에이피,0.029,-0.029,-0.05,0.739,0.081,-0.042
손오공,0.253,0.363,0.452,2.212,8.92,23.241
엘앤에프,-0.02,-0.095,-0.047,0.073,-0.479,-0.697
이엔코퍼레이션,0.071,0.132,0.443,-1.0,-1.0,-1.0
조이시티,0.042,-0.024,-0.364,0.001,-0.49,-0.574
이씨에스,-0.017,-0.062,-0.196,-0.109,-0.601,-0.957
대화제약,0.004,-0.059,-0.154,-0.198,-0.257,-0.84
아프리카TV,-0.004,0.004,0.155,-0.353,-0.627,-0.53
오텍,-0.023,-0.034,-0.118,0.003,-0.724,-0.921
멀티캠퍼스,0.0,-0.028,-0.043,-0.532,-0.554,-0.723
JW신약,-0.01,-0.059,-0.145,-0.203,-0.258,-0.649
하나마이크론,0.004,-0.035,0.009,-0.34,-0.49,-0.723
아스트,0.016,0.018,0.043,-0.26,-0.213,-0.692
엔브이에이치코리아,-0.005,0.207,0.452,-0.624,-0.313,0.797
에이치엘비생명과학,0.155,0.183,-0.037,0.178,-0.211,0.38
로지시스,-0.006,0.314,0.631,-0.71,-0.608,0.088
세진티에스,-0.01,-0.066,-0.027,-0.316,-0.612,-0.832
세이브존I&C,-0.004,-0.036,0.009,-0.091,-0.687,-0.749
와이엔텍,0.008,0.014,0.115,0.103,-0.506,-0.495
이글루시큐리티,-0.007,-0.025,0.136,-0.783,-0.956,-0.877
도이치모터스,0.005,-0.027,-0.037,0.129,0.032,0.074
팬엔터테인먼트,0.224,0.256,0.313,2.458,10.565,13.393
다원시스,-0.033,-0.07,-0.095,-0.333,-0.354,-0.511
셀트리온,0.005,-0.048,-0.11,-0.425,-0.539,-0.752
삼성출판사,0.157,0.369,0.575,1.535,2.569,8.346
일신바이오,-0.034,-0.149,-0.259,0.203,-0.274,-0.858
SK렌터카,-0.028,-0.056,0.056,0.473,-0.372,-0.086
셀트리온제약,0.006,-0.042,-0.202,-0.332,-0.494,-0.84
DMS,-0.006,-0.047,-0.047,-0.125,-0.563,-0.622
디지털대성,0.013,-0.001,-0.058,-0.468,-0.573,-0.696
아이씨케이,-0.032,0.0,0.043,-0.249,-0.361,-0.424
웹젠,0.052,0.013,0.038,0.33,0.502,-0.056
코스온,0.044,-0.003,-0.038,-0.152,-0.678,-0.538
누리플랜,0.004,-0.019,0.013,0.085,-0.275,-0.628
휴켐스,-0.003,-0.027,-0.043,-0.103,-0.616,-0.623
유아이디,0.0,0.0,0.0,,,
엔텔스,-0.19,-0.288,-0.196,-0.639,-0.716,-0.554
대호에이엘,0.056,0.085,0.02,2.089,4.051,1.39
KODEX 200,-0.005,-0.015,0.022,0.189,-0.036,-0.189
에스텍,-0.007,-0.044,-0.024,-0.047,-0.587,-0.834
라이트론,0.0,0.0,0.0,,,
대웅제약,-0.035,-0.099,-0.18,-0.133,-0.529,-0.894
한세엠케이,-0.001,0.007,-0.007,-0.318,-0.698,-0.816
DSR제강,0.036,0.087,0.1,-0.13,-0.223,0.215
아이에스이커머스,-0.005,0.001,-0.007,-0.601,-0.863,-0.889
현대백화점,0.042,0.085,0.151,0.08,0.754,1.113
엑스큐어,0.0,0.0,0.0,,,
한솔인티큐브,-0.02,-0.023,0.109,-0.437,-0.749,-0.785
용평리조트,0.031,0.072,0.117,0.272,0.64,0.024
한국금융지주,-0.016,-0.03,0.017,-0.265,-0.255,-0.332
한국금융지주우,-0.002,-0.027,-0.039,-0.595,-0.559,-0.686
하이스틸,-0.019,0.126,0.221,-0.704,0.115,1.941
인피니트헬스케어,-0.001,-0.066,-0.034,-0.303,-0.737,-0.768
로체시스템즈,-0.039,-0.09,-0.06,-0.004,-0.364,-0.438
지역난방공사,0.004,-0.01,-0.039,-0.448,-0.709,-0.765
위니아딤채,0.047,0.038,0.074,0.011,-0.125,0.262
에이테크솔루션,-0.029,-0.124,-0.071,-0.237,-0.271,-0.851
롯데하이마트,0.007,-0.012,0.053,-0.129,-0.343,-0.643
캐스텍코리아,-0.023,-0.093,-0.059,-0.397,-0.786,-0.868
코아스,-0.012,-0.045,-0.028,-0.45,-0.665,-0.922
STX중공업,0.015,-0.028,-0.125,0.28,-0.139,-0.372
중앙백신,-0.001,-0.035,-0.066,-0.34,-0.342,-0.634
유엔젤,0.033,0.036,0.024,-0.535,-0.182,-0.196
우리산업홀딩스,-0.02,-0.071,-0.05,0.153,0.016,-0.789
제넨바이오,-0.044,-0.086,-0.367,-0.028,-0.483,-0.625
농심홀딩스,0.004,-0.005,-0.015,-0.087,-0.325,-0.588
율호,0.018,0.096,0.411,-0.447,-0.571,-0.106
메가스터디,0.036,0.03,0.013,1.936,2.411,1.748
빛샘전자,-0.005,-0.055,-0.007,-0.534,-0.792,-0.924
에이치시티,-0.038,-0.1,-0.094,-0.488,-0.604,-0.497
케이에스피,0.003,-0.022,-0.005,0.047,-0.122,-0.635
에이팸,0.0,0.0,0.339,,,
엘엠에스,-0.022,-0.089,-0.166,0.269,-0.25,-0.907
듀오백,-0.008,0.028,0.464,1.25,0.383,-0.234
금호타이어,-0.011,-0.022,0.004,-0.04,-0.052,-0.285
이노와이어리스,0.04,-0.049,-0.152,-0.063,0.073,-0.248
에프알텍,0.024,0.019,-0.062,0.519,0.192,-0.323
우리손에프앤지,0.013,-0.011,0.033,-0.223,-0.574,-0.495
WI,0.055,0.03,0.117,1.739,-0.25,0.634
테라사이언스,-0.012,-0.066,-0.131,-0.353,-0.522,-0.863
아미노로직스,0.009,-0.054,-0.1,-0.009,-0.396,-0.937
원익QnC,-0.008,-0.015,-0.02,-0.273,-0.472,-0.639
이엔플러스,0.002,0.006,0.055,0.102,0.117,0.079
플랜티넷,-0.02,-0.096,-0.116,0.657,0.229,-0.463
새론오토모티브,0.0,-0.066,-0.063,-0.134,-0.374,-0.627
세진중공업,-0.008,-0.098,-0.193,0.926,0.654,0.043
동국알앤에스,0.013,-0.019,-0.054,-0.248,-0.666,-0.818
웰크론한텍,0.034,-0.042,-0.045,-0.421,0.121,-0.785
해성옵틱스,0.117,-0.048,-0.138,1.515,6.211,5.008
덕산하이메탈,0.001,0.033,0.151,-0.299,-0.701,-0.663
유니퀘스트,-0.027,-0.143,-0.195,-0.048,-0.065,-0.582
STX엔진,0.0,-0.038,-0.084,-0.403,-0.5,-0.872
텔코웨어,0.005,-0.016,-0.04,0.072,-0.245,-0.444
이베스트투자증권,0.001,-0.022,-0.022,0.152,-0.446,-0.474
유비쿼스홀딩스,0.019,-0.067,-0.138,-0.183,-0.214,-0.357
국일제지,-0.007,-0.035,-0.087,-0.57,-0.583,-0.763
대봉엘에스,-0.002,-0.05,-0.095,-0.389,-0.339,-0.632
HB테크놀러지,0.052,0.014,0.125,-0.275,-0.371,-0.1
메디포스트,-0.003,-0.081,-0.094,0.145,-0.29,-0.76
컴투스,-0.01,-0.078,-0.106,-0.255,-0.352,-0.514
한양디지텍,0.0,-0.044,-0.054,-0.437,-0.709,-0.769
에이블씨엔씨,0.002,0.016,0.033,-0.317,-0.228,-0.322
OQP,-0.042,-0.115,-0.203,-0.24,-0.366,-0.533
대주전자재료,-0.031,-0.118,-0.169,0.246,0.037,-0.541
코렌,0.011,0.005,-0.057,-0.12,-0.233,-0.449
아이오케이,-0.004,-0.026,-0.126,-0.066,-0.601,-0.819
가온미디어,0.057,0.065,0.505,-0.017,-0.483,-0.391
GS,-0.006,-0.019,-0.001,-0.001,-0.162,-0.087
GS우,-0.002,0.005,0.01,-0.359,-0.479,-0.502
코드네이처,0.026,0.04,0.038,0.169,-0.092,-0.58
와토스코리아,0.006,0.01,0.103,-0.375,-0.917,-0.808
CJ CGV,0.005,0.018,0.059,-0.274,-0.329,-0.52
한창산업,0.013,-0.027,-0.052,-0.579,-0.626,-0.84
EMW,0.0,0.0,0.0,,,
제우스,-0.045,0.009,0.06,-0.119,0.066,0.152
현대리바트,0.002,-0.029,-0.001,-0.274,-0.765,-0.754
LIG넥스원,-0.011,-0.09,0.043,-0.204,-0.66,-0.594
서산,0.031,-0.002,0.024,0.202,-0.611,-0.5
디이엔티,-0.035,-0.134,-0.157,0.045,-0.449,-0.735
가비아,0.003,-0.022,0.075,-0.076,-0.721,-0.588
인베니아,-0.009,-0.056,-0.068,-0.454,-0.498,-0.431
동양이엔피,-0.004,-0.078,-0.082,-0.096,-0.002,-0.476
투비소프트,-0.009,-0.066,-0.244,-0.202,-0.474,-0.878
휴비스,-0.014,-0.051,-0.032,0.117,-0.61,-0.418
에스엔유,0.007,-0.002,0.033,-0.068,-0.267,-0.321
이상네트웍스,0.016,0.02,0.053,0.162,-0.625,-0.442
모두투어,-0.002,0.004,0.044,-0.41,-0.487,-0.643
제주반도체,-0.039,-0.023,0.229,-0.407,-0.812,-0.779
모다이노칩,0.011,-0.056,-0.108,-0.271,-0.674,-0.848
에스제이케이,0.0,0.0,0.0,,,
성창오토텍,0.02,-0.015,0.011,-0.812,-0.64,-0.689
오디텍,-0.011,-0.064,-0.016,-0.204,-0.331,-0.48
코디,0.036,0.052,0.091,0.486,0.555,1.231
오킨스전자,0.014,-0.013,0.073,-0.319,-0.577,-0.55
한국유니온제약,-0.022,-0.1,-0.231,0.005,-0.186,-0.739
일진다이아,-0.009,-0.11,-0.111,-0.373,-0.488,-0.525
티플랙스,0.018,0.063,0.142,-0.009,0.177,1.763
성우전자,0.013,-0.061,0.009,0.502,-0.84,-0.679
휠라홀딩스,0.021,-0.005,-0.039,-0.156,0.176,0.015
옵트론텍,-0.021,-0.166,-0.186,-0.25,-0.501,-0.625
젬백스,-0.02,-0.002,-0.024,-0.219,-0.262,-0.803
동양생명,0.02,0.025,0.074,0.025,0.011,-0.331
코스나인,0.005,-0.045,-0.103,-0.484,-0.884,-0.884
HSD엔진,0.037,0.004,-0.089,-0.199,-0.251,-0.513
비보존 헬스케어,-0.013,-0.068,-0.143,0.665,0.14,0.01
우리바이오,-0.041,-0.129,-0.244,0.049,-0.735,-0.868
비츠로셀,0.01,-0.001,-0.03,-0.339,-0.221,-0.477
엘오티베큠,-0.002,-0.045,-0.066,0.135,0.094,-0.481
그린케미칼,-0.017,-0.071,-0.019,-0.163,-0.663,-0.929
GST,-0.002,-0.054,0.04,-0.193,-0.329,-0.358
이엠앤아이,0.0,0.0,0.0,,,
에프엔에스테크,0.022,-0.055,-0.01,-0.156,-0.437,-0.511
케이엠,-0.001,-0.079,-0.123,-0.274,-0.672,-0.796
인콘,-0.049,-0.05,-0.187,-0.592,-0.559,-0.701
비에이치아이,0.099,0.072,0.127,2.961,5.894,5.503
CSA 코스믹,-0.007,-0.021,0.187,-0.245,-0.745,-0.635
크리스탈지노믹스,0.025,0.001,-0.087,-0.203,-0.117,-0.662
아바코,-0.024,-0.087,0.029,-0.119,-0.596,-0.837
대한제강,-0.006,0.009,0.145,-0.457,-0.44,-0.161
휴온스글로벌,0.002,-0.011,-0.036,-0.292,-0.67,-0.643
수성,0.013,-0.024,0.058,-0.534,-0.594,-0.71
유진테크,-0.035,-0.011,0.088,-0.167,-0.061,-0.331
랩지노믹스,0.078,0.006,-0.107,2.09,1.586,1.291
동양고속,0.0,-0.003,-0.048,-0.029,-0.175,-0.731
이월드,0.038,0.067,0.115,-0.073,-0.129,-0.03
대상홀딩스,-0.004,-0.039,-0.053,0.03,-0.334,-0.57
대상홀딩스우,0.002,-0.036,-0.022,-0.133,-0.243,-0.569
팅크웨어,-0.013,-0.071,0.022,-0.41,-0.539,-0.883
아이티엠반도체,0.003,-0.055,-0.123,-0.367,-0.507,-0.716
TBH글로벌,0.005,-0.029,-0.044,-0.315,-0.475,-0.463
헬릭스미스,-0.002,-0.081,-0.164,-0.232,-0.525,-0.762
엔케이,-0.007,-0.01,0.046,-0.521,-0.629,-0.803
루트로닉,-0.017,-0.096,-0.137,0.45,-0.026,-0.682
루트로닉3우C,-0.024,-0.101,-0.12,-0.902,-0.926,-0.976
미래에셋생명,0.002,0.028,0.032,0.569,0.532,0.218
차바이오텍,0.033,0.08,0.053,0.841,2.957,2.042
뉴프렉스,0.019,-0.057,-0.142,-0.363,-0.413,-0.739
알티캐스트,-0.015,-0.051,-0.121,2.391,5.366,2.061
네오티스,-0.023,-0.033,-0.007,-0.265,-0.819,-0.583
바이오톡스텍,-0.038,-0.104,-0.276,0.397,0.176,-0.575
진바이오텍,0.005,-0.029,-0.077,-0.373,-0.428,-0.603
이노와이즈,0.0,0.0,0.0,,,
현대글로비스,-0.003,-0.053,-0.012,-0.249,-0.569,-0.615
유니테스트,-0.015,-0.022,-0.058,-0.269,-0.537,-0.715
동국제약,0.001,-0.035,0.0,-0.342,-0.434,-0.633
에코프로,0.026,0.079,0.204,-0.185,-0.172,-0.409
비엠티,-0.003,-0.121,-0.011,-0.335,-0.739,-0.659
선진뷰티사이언스,0.003,-0.115,,-0.742,-0.873,
하나금융지주,0.009,0.043,0.06,0.224,0.466,0.397
바이오솔루션,0.04,0.022,-0.013,-0.148,0.012,-0.399
이수앱지스,0.093,0.059,0.292,0.772,0.868,4.088
메디톡스,0.022,0.244,0.236,-0.147,-0.134,-0.011
한컴MDS,-0.009,-0.041,0.006,0.229,-0.334,-0.654
쇼박스,0.109,0.181,0.394,0.967,2.109,5.063
펩트론,0.01,0.017,-0.04,-0.328,-0.616,-0.722
모바일어플라이언스,-0.006,-0.088,-0.139,0.121,-0.334,-0.856
픽셀플러스,-0.008,-0.08,-0.058,0.623,-0.528,-0.63
이엠네트웍스,0.0,0.0,0.765,,,
동아엘텍,0.007,-0.013,0.047,-0.346,-0.25,-0.294
이리츠코크렙,0.01,0.017,-0.003,0.977,0.568,0.279
이원컴포텍,0.023,0.077,0.17,-0.503,-0.528,-0.45
한화생명,0.024,0.056,0.152,0.777,0.391,0.499
이녹스,0.019,-0.052,-0.024,0.072,-0.59,-0.784
진도,0.051,0.123,0.073,-0.461,1.051,1.808
에이스테크,-0.016,-0.065,-0.147,0.549,0.475,-0.161
동우팜투테이블,-0.003,0.015,0.016,-0.35,-0.21,-0.441
맥쿼리인프라,-0.004,0.003,0.022,-0.028,-0.287,-0.446
켐트로닉스,-0.023,-0.077,0.01,0.304,-0.301,-0.679
테크윙,-0.026,-0.051,-0.047,0.083,-0.27,-0.614
넥스턴,0.035,0.01,0.168,-0.249,-0.69,-0.671
케이씨티,-0.02,0.283,0.428,-0.862,-0.655,-0.067
THE E&M,0.025,0.028,-0.048,0.715,0.181,-0.049
HDC현대EP,-0.019,-0.051,-0.074,-0.233,-0.633,-0.705
에이티세미콘,-0.007,0.03,-0.091,0.134,-0.118,-0.173
제주항공,0.028,0.089,0.197,-0.115,-0.223,-0.207
나스미디어,-0.04,-0.081,0.046,-0.379,-0.612,-0.312
제이티,-0.04,-0.101,-0.204,0.147,-0.322,-0.621
유비벨록스,-0.022,-0.04,0.049,-0.473,-0.818,-0.785
코세스,0.013,-0.053,-0.113,0.648,0.384,-0.311
에이피티씨,0.005,-0.012,0.074,-0.268,-0.47,-0.588
상아프론테크,0.001,-0.142,-0.091,-0.505,-0.55,-0.715
평화산업,0.007,-0.042,-0.057,-0.245,-0.519,-0.808
광진윈텍,0.021,-0.042,-0.033,-0.499,-0.678,-0.856
노루페인트,-0.003,-0.027,-0.002,-0.055,-0.585,-0.83
노루페인트우,0.01,0.002,-0.031,0.224,0.453,-0.245
로보스타,-0.029,-0.102,0.106,-0.144,-0.733,-0.869
메타랩스,-0.007,-0.032,-0.058,-0.407,-0.526,-0.667
덕신하우징,-0.037,-0.093,-0.105,-0.675,-0.566,-0.699
아모레퍼시픽,-0.006,0.014,0.078,0.04,-0.022,-0.121
아모레퍼시픽우,0.026,-0.012,0.103,-0.341,-0.448,-0.682
비에이치,-0.014,-0.09,-0.162,-0.085,-0.625,-0.725
제이스텍,-0.007,-0.058,-0.058,0.08,-0.092,-0.385
휴림로봇,-0.025,-0.053,-0.224,0.173,-0.486,-0.577
아이엠이연이,0.055,-0.022,-0.103,1.28,0.956,0.385
이지웰,-0.002,-0.031,-0.064,-0.488,-0.581,-0.877
세원셀론텍,-0.032,-0.262,-0.328,-0.107,-0.124,-0.243
이엠텍,0.033,0.099,0.285,-0.562,-0.469,-0.058
KODEX 반도체,-0.013,-0.018,0.03,-0.296,-0.261,-0.175
KODEX 은행,0.014,0.035,0.043,0.54,0.796,0.882
KODEX 자동차,-0.002,-0.041,0.04,-0.199,-0.669,-0.701
S&K폴리텍,0.003,-0.024,0.003,-0.419,-0.876,-0.737
텔레필드,0.014,-0.043,0.055,-0.226,-0.697,-0.805
상신이디피,-0.01,-0.075,-0.055,0.041,-0.356,-0.645
남화토건,0.056,0.108,0.076,0.245,1.441,0.751
파트론,-0.015,-0.059,-0.023,-0.109,-0.454,-0.522
티웨이항공,-0.016,0.013,0.047,-0.527,-0.384,-0.382
나노캠텍,0.013,-0.017,-0.018,0.271,0.462,-0.58
셀트리온헬스케어,0.009,-0.051,-0.138,-0.139,-0.291,-0.748
아미코젠,-0.006,-0.07,-0.141,-0.26,-0.306,-0.598
디엔에프,-0.041,-0.159,-0.083,-0.488,-0.545,-0.48
이크레더블,-0.015,-0.049,-0.089,-0.3,-0.381,-0.433
서울바이오시스,-0.031,-0.124,-0.16,0.29,0.076,-0.753
디아이씨,-0.023,-0.133,-0.079,-0.441,-0.679,-0.924
KEC,-0.034,-0.14,-0.186,0.25,-0.258,-0.744
KPX홀딩스,-0.018,-0.054,-0.064,0.33,-0.141,-0.609
현우산업,-0.029,-0.097,-0.033,0.228,-0.051,-0.774
기신정기,0.005,0.001,0.032,-0.153,-0.244,-0.252
한라IMS,0.003,0.004,0.007,-0.437,-0.654,-0.722
앤씨앤,-0.012,-0.024,0.186,-0.293,-0.802,-0.708
네오팜,-0.009,-0.028,0.028,-0.352,-0.625,-0.701
동양피스톤,0.003,-0.073,-0.04,-0.249,-0.8,-0.857
엑시콘,-0.024,-0.082,-0.111,-0.029,-0.473,-0.48
LF,0.012,0.029,0.058,-0.27,-0.51,-0.484
빅솔론,-0.007,-0.013,0.028,-0.436,-0.721,-0.783
이아이디,0.055,-0.1,0.123,-0.675,-0.739,-0.349
형지엘리트,0.021,-0.007,0.017,-0.103,-0.033,-0.845
케이아이엔엑스,0.007,-0.077,-0.019,-0.121,-0.41,-0.511
후성,-0.026,-0.124,-0.144,0.176,-0.015,-0.664
풍강,0.017,-0.038,0.023,-0.149,-0.452,-0.881
매커스,-0.016,-0.071,0.005,0.151,-0.722,-0.719
다믈멀티미디어,0.025,0.057,0.056,-0.528,-0.41,-0.787
서원인텍,-0.025,-0.112,-0.095,-0.354,-0.094,-0.509
동운아나텍,0.023,-0.026,-0.052,-0.561,-0.661,-0.741
효성ITX,-0.033,-0.116,-0.121,0.099,-0.618,-0.438
칩스앤미디어,0.007,0.046,0.191,-0.569,-0.201,-0.24
갤럭시아머니트리,0.04,0.026,0.19,-0.469,-0.775,-0.458
맵스리얼티1,0.009,0.019,0.019,0.52,0.306,-0.071
일진파워,-0.003,-0.01,-0.029,-0.468,-0.659,-0.753
슈프리마에이치큐,-0.004,-0.073,-0.066,-0.209,-0.264,-0.816
참좋은여행,0.003,0.03,0.095,-0.427,-0.685,-0.692
코닉글로리,0.064,0.02,-0.043,0.652,0.407,-0.09
푸른기술,-0.051,-0.105,-0.115,-0.692,-0.67,-0.582
제이엠티,0.057,0.182,0.24,-0.49,0.683,1.474
이엠코리아,-0.006,-0.08,-0.109,-0.381,-0.52,-0.76
웨이브일렉트로,-0.01,-0.199,-0.324,-0.732,-0.687,-0.499
ISC,-0.045,-0.13,-0.2,-0.263,-0.181,-0.64
미래나노텍,-0.005,-0.044,0.054,0.117,-0.8,-0.694
AJ네트웍스,0.007,-0.009,-0.078,0.043,-0.491,-0.809
테스,0.004,0.04,0.082,0.085,0.131,0.295
네오위즈,-0.013,-0.077,-0.06,-0.135,-0.636,-0.649
제넥신,-0.021,-0.003,-0.106,-0.589,-0.702,-0.768
웅진씽크빅,0.044,0.017,-0.011,0.437,2.925,3.586
에스에너지,-0.008,-0.098,-0.189,-0.573,-0.516,-0.581
이트론,0.072,0.016,0.644,-0.612,-0.662,-0.142
청담러닝,-0.001,-0.009,-0.017,-0.302,0.718,0.861
베트남개발1,0.002,-0.015,-0.031,-0.326,-0.354,-0.577
대창솔루션,-0.028,-0.081,-0.126,-0.011,-0.492,-0.621
씨젠,-0.025,-0.205,-0.305,-0.548,-0.591,-0.604
알에프세미,-0.007,-0.048,-0.042,-0.492,-0.477,-0.799
에스코넥,-0.009,-0.054,-0.011,-0.631,-0.859,-0.692
멜파스,0.074,0.141,0.04,0.726,2.674,2.376
에이루트,-0.016,0.003,0.013,-0.482,-0.403,-0.552
JW홀딩스,0.009,-0.024,-0.097,-0.556,-0.623,-0.833
SK이노베이션,-0.036,-0.112,0.005,0.455,-0.118,-0.186
SK이노베이션우,-0.031,-0.095,0.038,0.298,-0.567,-0.683
엘디티,-0.001,0.025,0.158,-0.358,-0.594,-0.524
한진중공업,-0.016,-0.018,-0.049,-0.319,-0.352,-0.634
엠씨넥스,-0.007,-0.064,0.098,0.295,-0.425,-0.561
에스맥,-0.012,-0.043,-0.118,0.063,-0.524,-0.697
윈팩,0.052,0.056,0.234,1.066,-0.178,-0.011
효성오앤비,-0.004,-0.057,-0.033,-0.338,-0.637,-0.586
CJ제일제당,0.006,-0.04,-0.009,-0.491,-0.561,-0.621
CJ제일제당 우,-0.003,-0.083,-0.026,-0.216,-0.416,-0.519
마이크로컨텍솔,-0.019,-0.102,-0.087,-0.071,-0.228,-0.377
고영,0.012,0.031,0.025,-0.172,-0.111,-0.347
에스티오,0.095,0.124,0.195,-0.549,-0.45,-0.126
아이센스,-0.005,-0.047,-0.121,-0.336,-0.306,-0.647
SDN,0.004,-0.052,-0.135,-0.017,-0.398,-0.69
쎄트렉아이,0.001,-0.093,0.247,-0.148,-0.68,-0.75
동방선기,-0.086,-0.118,-0.372,-0.846,-0.707,-0.336
스맥,-0.02,-0.057,-0.089,-0.115,-0.241,-0.573
ITX-AI,0.023,0.175,0.164,-0.357,0.147,0.531
이지케어텍,-0.012,-0.031,-0.024,0.006,-0.32,-0.279
모바일리더,0.031,0.151,0.24,-0.538,-0.346,0.19
삼강엠앤티,-0.05,-0.152,-0.227,0.194,-0.243,-0.491
뷰웍스,0.005,-0.027,0.007,-0.004,-0.435,-0.663
동국S&C,-0.028,-0.141,-0.238,0.383,-0.646,-0.53
비상교육,0.009,0.007,0.007,0.107,-0.089,-0.053
진양홀딩스,0.004,0.017,-0.001,-0.771,-0.407,-0.585
머큐리,0.014,-0.036,-0.012,0.773,0.016,-0.491
서암기계공업,-0.007,-0.055,-0.049,-0.243,-0.645,-0.931
세운메디칼,-0.061,-0.169,-0.157,-0.326,-0.814,-0.738
미래에셋벤처투자,0.011,0.061,0.154,-0.492,0.096,-0.454
S&TC,0.009,0.017,0.025,-0.22,-0.276,-0.409
상상인인더스트리,-0.012,-0.028,0.002,0.19,-0.14,-0.722
SBS미디어홀딩스,0.02,-0.002,0.038,0.655,-0.276,-0.28
인바이오젠,-0.016,-0.099,-0.298,-0.19,-0.468,-0.872
월덱스,0.036,0.155,0.263,0.575,1.013,1.29
우림기계,-0.011,-0.074,-0.104,0.119,-0.569,-0.869
씨큐브,0.039,0.046,0.109,-0.133,-0.065,0.015
모베이스,0.002,0.001,-0.01,-0.34,0.688,0.491
이엔드디,-0.015,-0.157,-0.142,-0.299,-0.613,-0.734
아이엠,0.019,-0.039,0.119,-0.696,-0.611,-0.553
엔시트론,-0.029,-0.007,-0.063,-0.649,-0.391,0.474
에스앤에스텍,-0.025,-0.096,-0.176,-0.043,-0.22,-0.525
해태제과식품,0.009,-0.027,-0.003,-0.194,-0.477,-0.482
코리아에스이,0.006,-0.032,-0.023,-0.771,-0.9,-0.939
한국정밀기계,0.0,-0.006,-0.071,,-1.0,-1.0
조이맥스,0.038,-0.013,0.098,-0.182,-0.539,-0.571
인화정공,-0.001,-0.019,-0.056,0.235,-0.03,-0.806
어보브반도체,-0.032,-0.12,-0.143,0.05,-0.293,-0.608
에이치디,0.0,0.0,0.0,,,
동성코퍼레이션,-0.004,-0.003,0.004,0.644,-0.39,-0.647
쌍방울,-0.006,-0.022,-0.03,0.228,-0.212,-0.766
이연제약,-0.031,-0.105,-0.177,-0.088,-0.348,-0.778
이엔에프테크놀로지,-0.054,-0.124,-0.123,0.576,0.834,0.315
코오롱생명과학,-0.004,-0.039,-0.235,-0.151,-0.836,-0.763
KODEX 기계장비,-0.015,-0.035,-0.036,0.465,0.421,0.079
KODEX 증권,-0.004,-0.031,-0.018,0.062,-0.293,-0.486
풍산,-0.024,0.045,0.134,-0.172,-0.436,-0.119
에스앤더블류,0.0,0.005,-0.072,,-1.0,-1.0
일진전기,0.019,-0.012,0.076,-0.353,-0.821,-0.716
우양,0.001,-0.011,-0.026,-0.058,-0.763,-0.928
대성파인텍,0.01,0.011,0.04,-0.678,-0.56,-0.806
NHN벅스,0.014,0.051,0.144,-0.68,-0.759,-0.452
디와이피엔에프,-0.003,-0.035,0.15,-0.137,-0.49,-0.665
티케이케미칼,0.011,0.048,0.166,-0.096,-0.242,-0.458
코렌텍,0.062,0.233,0.365,-0.229,0.108,0.643
노랑풍선,0.029,0.064,0.044,-0.014,0.027,-0.194
한국철강,0.011,0.01,0.105,-0.213,-0.666,-0.695
원익머트리얼즈,-0.014,-0.013,-0.002,-0.215,-0.183,-0.269
케이엔더블유,0.02,0.039,0.171,0.194,-0.213,-0.389
트루윈,-0.015,-0.121,-0.091,0.107,-0.557,-0.699
KB금융,0.037,0.059,0.052,0.474,0.742,0.729
한세실업,0.027,0.135,0.243,0.078,0.003,0.502
디케이락,0.038,-0.033,-0.085,-0.655,-0.594,-0.777
우진,0.032,0.047,-0.002,0.277,0.592,-0.059
하이소닉,0.0,0.0,0.0,,,
하이텍팜,0.011,-0.066,-0.039,-0.33,-0.813,-0.865
파인테크닉스,0.008,-0.05,0.011,0.005,-0.703,-0.781
디지탈옵틱,-0.036,-0.183,-0.218,-0.302,-0.624,-0.754
미원홀딩스,0.016,0.027,0.009,0.179,0.883,0.178
톱텍,-0.012,-0.071,-0.028,-0.19,-0.591,-0.629
실리콘웍스,-0.016,-0.042,0.019,-0.139,-0.214,-0.472
대양전기공업,-0.003,-0.061,-0.043,-0.526,-0.474,-0.653
로보티즈,0.019,-0.021,0.121,-0.111,-0.628,-0.781
LG하우시스,-0.005,-0.054,-0.062,-0.155,-0.426,-0.605
LG하우시스우,-0.009,-0.057,-0.012,-0.448,-0.752,-0.897
셀바스AI,0.001,-0.019,0.002,-0.204,-0.61,-0.534
